"subject","country","rel_1","rel_2","rel_3","rel_4","rel_5","rel_6","rel_7","rel_8","rel_9","cnorm_1","cnorm_2","wb_gen_1","wb_gen_2","wb_phys_1","wb_phys_2","wb_phys_3","wb_phys_4","wb_phys_5","wb_phys_6","wb_phys_7","wb_psych_1","wb_psych_2","wb_psych_3","wb_psych_4","wb_psych_5","wb_psych_6","wb_soc_1","wb_soc_2","wb_soc_3","wb_overall_mean","wb_phys_mean","wb_psych_mean","wb_soc_mean","age","gender","ses","education","ethnicity","denomination","gdp","gdp_scaled","sample_type","compensation","attention_check","majority"
"5707","Germany","0","0","0","0","0.833333333333333","0.5","1","0","0.5","0","0.5","4","4","5","5","3","3","3","4","2","4","3","5","3","4","2","4","3","4","3.66666666666667","4.14285714285714","4","4","67","woman","9","3","Caucasian/European","Evangelical","41463.6440227034","-0.0367946577928783","online panel","monetary reward","1","1"
"734","Japan","1","0.714285714285714","1","0","0","0.666666666666667","1","0.75","0","0.5","0","3","2","4","3","3","5","5","3","3","5","4","4","5","3","4","2","5","5","3.88888888888889","4.14285714285714","2.66666666666667","3.33333333333333","33","man","7","3","Mixed / other",NA,"46556.0995671478","-0.724855477453004","online panel","monetary reward","1","1"
"2556","Denmark","0.166666666666667","0","0","0","0.666666666666667","0.166666666666667","0.666666666666667","0.25","0.75","0.75","0","4","4","4","5","4","4","2","3","4","3","3","3","4","4","5","4","1","1","3.11111111111111","3.57142857142857","4","3.66666666666667","37","man","7","4","Mixed / other",NA,"78806.431996268","-0.867917483502592","mixed","raffle","1","1"
"4441","Netherlands","0","0.428571428571429","0","0","1","0","1","1","0","0.75","0.25","4","1","5","5","3","5","2","4","2","4","4","4","4","2","4","5","2","4","4.27777777777778","2.42857142857143","4","4","20","man","7","5","South Asian",NA,"12301.1864034302","0.590206515018923","mixed","monetary reward","1","0"
"4238","Netherlands","0.166666666666667","0","0","0","1","0.166666666666667","0","1","0.25","0.75","0","3","5","3","5","4","5","4","4","5","2","3","4","5","3","4","4","5","3","3.17647058823529","3.28571428571429","3.33333333333333","3","41","woman","8","5","African","Evangelical","9311.36611728167","-1.1666606545353","online panel","raffle","1","1"
"8803","Brazil","0.833333333333333","0","1","0","0.833333333333333","1","0.166666666666667","0","0.75","0.5","1","2","5","3","4","3","5","5","2","1","4","4","4","4","4","3","3","5","4","4.05555555555556","4.71428571428571","3.66666666666667","4.33333333333333","71","woman","6","5","Chinese","Spiritist","9770.84708783314","1.97326652406719","mixed","monetary reward","1","1"
"6646","Singapore","0","0","1","1","0.833333333333333","1","0","0.25","1","0.5","0.75","5","4","3","5","5","4","4","3","5","3","4","3","3","4","4","5","4","4","4.27777777777778","4.42857142857143","2.5","4.66666666666667","26","woman","5","5","East Asian","Hindu","12301.1864034302","0.332478560405665","online panel","course credit","1","1"
"1013","Japan","0.666666666666667","0.714285714285714","0","0","0.833333333333333","1","0.166666666666667","0.5","0.25","0.25","0.75","4","3","4","2","4","5","5","4","5","4","4","3","4","4","4","3","3","5","2.22222222222222","4","3","3.66666666666667","26","man","9","4","Caucasian/European","Christian (Roman Catholic)","30523.8592390474","-1.18430893128537","online panel","no compensation + course credit","1","1"
"4798","Netherlands","0.5","0","0","1","0.666666666666667","1","1","0.75","0","0","0.25","4","3","5","5","3","5","3","4","5","5","5","3","5","3","3","2","3","4","4.11111111111111","4.14285714285714","1.66666666666667","4","25","man","8","6","Caucasian/European",NA,"15923.3590619893","-1.03157454652352","online panel","raffle","1","1"
"5076","Denmark","0","0","0","1","0.833333333333333","0","0","0","0","0.5","0.25","3","3","4","3","4","4","4","2","4","2","5","4","1","4","2","4","4","3","2.88888888888889","2.85714285714286","3.33333333333333","3.5","53","man","6","4","Caucasian/European","Christian (Roman Catholic)","15923.3590619893","1.33057548063109","online panel","monetary reward","1","1"
"10231","Brazil","0","0","0","0","0.333333333333333","0.833333333333333","0.833333333333333","0","0","0","0.75","4","4","3","4","3","5","2","3","3","3","4","4","5","3","4","4","4","4","3.17647058823529","5","3.33333333333333","4.66666666666667","19","woman","7","4","Caucasian/European","Christian (Roman Catholic)","48195.5799044116","1.15637723528789","online panel","monetary reward","1","1"
"19","Netherlands","0.166666666666667","0.857142857142857","0","1","0","0.833333333333333","0.5","0","0.5","0.5","0","3","4","3","5","5","5","4","4","4","2","5","3","5","3","2","3","5","3","4.23529411764706","4.57142857142857","2.66666666666667","4.66666666666667","21","man","8","6","South Asian","Christian (Roman Catholic)","19089.7075056564","-0.0367946577928783","online panel","monetary reward","1","1"
"8672","France","0","0.285714285714286","0","0","0.333333333333333","0.833333333333333","0.5","0.75","0","0","1","4","2","3","2","3","5","1","5","5","4","3","3","4","4","4","4","3","3","4","3","3.66666666666667","3.33333333333333","32","woman","4","3","Caucasian/European","Christian (Roman Catholic)","39286.7376488008","0.187687061666867","online panel","monetary reward","1","1"
"5021","Netherlands","0","0","0","1","0","1","0.5","0.75","0.75","0.5","0.25","5","3","5","4","4","5","2","2","5","3","2","4","5","4","4","4","2","3","3.88888888888889","3.71428571428571","3","3.33333333333333","25","man","10","3","African",NA,"9770.84708783314","1.15637723528789","students","raffle","1","1"
"4114","Singapore","0","0.714285714285714","0","0","0.166666666666667","0.833333333333333","0","0","0","0.5","0.5","3","4","2","5","4","5","3","4","4","4","3","4","3","4","3","1","3","4","4","4.42857142857143","3.5","4","39","man","6","4","East Asian","Christian (Roman Catholic)","2015.59048548675","-1.03157454652352","online panel","raffle","1","1"
"5242","Germany","0","0.142857142857143","0","1","0.166666666666667","0","0.666666666666667","0","0.25","0.5","0","3","3","4","4","5","5","5","3","3","3","3","4","4","4","1","4","2","4","2.38888888888889","4.57142857142857","4.83333333333333","4.33333333333333","36","woman","6","3","Caucasian/European","Christian (Roman Catholic)","2015.59048548675","0.590206515018923","online panel","no compensation + course credit","1","1"
"9882","US","0.166666666666667","0.285714285714286","0","0","1","1","0.333333333333333","0","0.75","0.25","0.25","4","5","3","5","5","5","2","3","4","2","3","5","4","1","3","4","4","5","3.83333333333333","3.28571428571429","4","4","49","woman","8","6","Caucasian/European","Christian (Roman Catholic)","30523.8592390474","-1.03157454652352","students","monetary reward","1","1"
"5330","Australia","0","0.571428571428571","0","1","0.333333333333333","0.333333333333333","0.333333333333333","0.25","0.25","0","0.5","4","4","4","4","4","4","5","4","3","3","4","4","1","4","4","3","4","2","4.44444444444444","2.71428571428571","2.16666666666667","4.66666666666667","26","woman","6","6","Caucasian/European",NA,"9311.36611728167","0.292837379808369","online panel","raffle","1","1"
"4883","UK","0.166666666666667","0.857142857142857","0","0","0","0.5","0.666666666666667","0","0","0.5","0.5","3","1","4","5","4","4","3","1","3","3","4","4","3","4","5","1","4","3","4.27777777777778","4","2.33333333333333","4.33333333333333","23","woman","7","5","Asian","Christian (Roman Catholic)","60726.4665351509","1.97326652406719","online panel","no compensation + course credit","1","1"
"1954","Australia","0","0","0","0","0.166666666666667","0.5","0.166666666666667","0","0","0.25","0.25","4","3","5","5","1","5","5","3","5","4","5","5","2","5","3","5","5","4","3.22222222222222","4.71428571428571","3.66666666666667","3.66666666666667","24","woman","6","6","Chinese",NA,"9311.36611728167","0.292837379808369","online panel","monetary reward","1","1"
"9613","Australia","0.166666666666667","0.428571428571429","1","1","0.166666666666667","0","0","0.5","0","0.25","0.25","4","2","5","4","3","3","5","4","4","4","4","3","4","3","2","4","3","3","4.22222222222222","3.85714285714286","2.5","4.33333333333333","26","woman","4","5","Turkish","Buddhist","41613.9980821757","0.292837379808369","mixed","raffle","1","1"
"4121","Belgium","1","0.285714285714286","0","1","0.833333333333333","0.166666666666667","0","1","0","0.5","0.5","4","5","4","5","2","4","2","4","4","4","1","2","4","4","2","3","3","4","2.94444444444444","3.57142857142857","3.83333333333333","4","27","woman","5","5","Caucasian/European","Christian (Roman Catholic)","12301.1864034302","-1.03157454652352","mixed","monetary reward","1","1"
"8247","China","0.166666666666667","0","0","1","0.5","0","1","0","0.5","0.75","0","4","5","5","3","3","5","4","5","4","3","5","4","4","4","1","4","4","3","3.77777777777778","4.85714285714286","4.33333333333333","3","19","man","4","5","Turkish","Christian (Protestant)","41613.9980821757","-1.49629850587786","online panel","raffle","1","1"
"1088","Australia","0.5","0","0","1","0","0.833333333333333","1","0","0.25","0.5","0.5","3","5","5","5","4","4","4","1","4","4","1","4","4","4","2","3","5","2","3.88888888888889","2.71428571428571","3.16666666666667","3","23","man","9","6","Caucasian/European",NA,"41613.9980821757","-0.915551454303884","mixed","raffle","1","0"
"4091","Germany","0","0","0","1","0.833333333333333","1","0","0","0","0.5","0.25","3","2","3","4","4","5","3","2","2","4","3","5","4","3","2","3","3","2","3.61111111111111","4","3.66666666666667","3.33333333333333","33","man","4","4","Caucasian/European","Christian (Roman Catholic)","64581.9440183954","0.590206515018923","online panel","raffle","1","1"
"9077","Denmark","0","0","1","0","0.5","0.666666666666667","0.666666666666667","0.5","0.5","0.25","0","2","2","3","5","5","4","4","4","2","2","3","5","4","3","3","5","5","4","3.33333333333333","3.28571428571429","2.5","3.66666666666667","20","woman","7","5","Caucasian/European",NA,"9770.84708783314","-0.0367946577928783","mixed","raffle","1","1"
"7751","Japan","0","0","0","0","0.666666666666667","0.5","0","0","1","0.25","0","1","4","4","2","4","5","4","3","4","1","3","3","2","4","3","4","5","2","2.64705882352941","3.71428571428571","4.66666666666667","3.66666666666667","22","woman","5","7","Asian","Christian (Roman Catholic)","15923.3590619893","0.590206515018923","online panel","monetary reward","1","0"
"406","Romania","0.166666666666667","0.571428571428571","0","1","1","0","0.166666666666667","1","0","0.25","0","4","4","3","3","4","5","4","5","5","4","2","2","3","4","4","3","3","4","3.11111111111111","3.85714285714286","3.5","4.66666666666667","27","woman","3","3","Asian",NA,"12301.1864034302","0.332478560405665","mixed","monetary reward","1","1"
"3093","China","0.166666666666667","0","0","0","0.333333333333333","1","0.833333333333333","0","0.25","0.5","0.5","4","5","4","2","4","5","4","4","4","3","2","3","4","4","4","4","5","5","2.5","4","4.5","5","47","woman","7","7","Caucasian/European","Christian (Roman Catholic)","53024.0592130531","-1.03157454652352","mixed","monetary reward","1","1"
"5591","Germany","0.166666666666667","0.857142857142857","0","1","0.666666666666667","0.5","0.166666666666667","0","0","1","0.25","2","4","4","5","4","4","2","2","4","3","4","5","3","5","4","5","3","1","3.94444444444444","4.85714285714286","4.16666666666667","5","24","man","7","7","Caucasian/European",NA,"12301.1864034302","0.590206515018923","mixed","monetary reward","1","0"
"2382","Israel","0.5","0","0","0","0.5","0.833333333333333","0.166666666666667","0","0","0.5","0.25","4","4","2","4","2","5","4","5","4","3","2","2","4","4","5","5","4","4","4.27777777777778","4.14285714285714","3.66666666666667","4.66666666666667","27","man","8","7","Caucasian/European",NA,"15923.3590619893","-1.1666606545353","online panel","monetary reward","1","1"
"9674","Brazil","0.666666666666667","0","1","0","0.833333333333333","0","1","0.25","1","0.75","0.25","3","4","4","5","4","5","4","4","2","3","4","3","4","3","4","4","4","5","4.66666666666667","4","3.83333333333333","3.66666666666667","56","woman","4","5","South Asian",NA,"48195.5799044116","1.24288037523174","online panel","raffle","1","1"
"9572","Canada","0.833333333333333","0","0","0","0","1","0.666666666666667","1","0.5","0.75","0.5","4","4","4","4","3","4","4","4","5","4","5","3","4","5","4","4","1","4","4.83333333333333","3.71428571428571","2.16666666666667","4.5","47","man","4","3","Turkish","Buddhist","12301.1864034302","0.187687061666867","mixed","monetary reward","1","1"
"8734","Belgium","1","0.857142857142857","0","0","1","0.5","0.833333333333333","0","1","0.25","0.25","5","4","5","2","5","5","3","4","3","2","3","3","4","3","4","4","2","5","4.27777777777778","2.85714285714286","3.83333333333333","4.33333333333333","34","woman","8","5","Chinese","Hindu","57305.2990162045","-1.49629850587786","online panel","raffle","1","1"
"7668","Italy","0.166666666666667","0.428571428571429","0","0","1","0.5","0.833333333333333","0","0","0.25","0.5","5","4","5","4","4","5","3","4","3","5","2","5","5","3","3","1","4","3","3.94444444444444","4.28571428571429","4.66666666666667","2","22","woman","7","5","I would rather not say",NA,"48195.5799044116","0.590206515018923","online panel","monetary reward","1","1"
"3280","Germany","0.333333333333333","0","0","0","0.833333333333333","0.166666666666667","0.833333333333333","0","0.5","0.25","0.25","4","4","2","5","3","4","4","4","5","4","4","5","3","2","4","3","3","5","3.83333333333333","5","4","4","22","woman","3","3","Caucasian/European","Christian (Protestant)","53024.0592130531","1.00180198970142","mixed","monetary reward","1","1"
"3183","Ireland","0","0","0","0","0","0.166666666666667","0.333333333333333","0.75","1","0.5","0","4","2","3","5","3","5","4","4","2","4","1","1","3","4","1","3","2","4","3.94444444444444","3.14285714285714","3.83333333333333","3.66666666666667","23","woman","9","6","Turkish",NA,"12301.1864034302","-1.03157454652352","mixed","course credit","1","1"
"9393","Italy","0.833333333333333","0","0","1","1","0.166666666666667","0","0","0","0.5","0.5","4","4","5","5","4","4","4","4","2","3","2","3","2","4","3","4","4",NA,"3.22222222222222","4.14285714285714","4.16666666666667","4.33333333333333","30","man","7","4","Caucasian/European",NA,"41613.9980821757","-1.44107284929397","online panel","raffle","1","1"
"2490","China","0.166666666666667","0","0","1","0","0","1","0.25","0.5","0.5","0","3","4","4","4","3","5","2","4","3","3","5","4","3","4","4","4","5","1","3.44444444444444","4.14285714285714","3.66666666666667","3.66666666666667","65","woman","6","3","South Asian","Christian (Roman Catholic)","34318.3511241724","-0.0367946577928783","mixed","raffle","1","1"
"2002","India","0","0.571428571428571","0","1","0.666666666666667","0.5","0.666666666666667","0","0.75","0.25","0.5","4","4","3","4","3","4","5","5","4","2","3","4","2","5","4","5","4",NA,"3.61111111111111","4.28571428571429","4","4.66666666666667","35","woman","5","4","East Asian",NA,"41613.9980821757","1.33057548063109","mixed","monetary reward","1","1"
"7514","Germany","0.833333333333333","0","0","0","0.166666666666667","0.166666666666667","0.333333333333333","0","0.25","0.5","1","4","4","5","4","4","4","3","4","3","4","4","4","4","4","5","5","3","4","3.55555555555556","3.57142857142857","4","2.66666666666667","23","woman","6","5","Caucasian/European","Muslim (non-sectarian)","62641.0145699281","0.51613148818575","mixed","monetary reward","1","1"
"4798","Japan","0.333333333333333","0.714285714285714","0","0","0.666666666666667","0","0.666666666666667","0.5","1","0.5","1","4","5","2","1","4","4","5","3","4","3","1","3","5","3","2","5","4","1","3.88888888888889","3.14285714285714","4.66666666666667","3","30","man","7","5","Caucasian/European","Hindu","2015.59048548675","-1.03157454652352","online panel","monetary reward","1","1"
